"userID","Date","DateString","Expense","Amount","Country","City","Provider","Products","GCategories","SCategories","Entrie_methods"
"user_24","1325865202.41171","2012-01-06 15:53:22","1","14","United Kindom","Glasgow","O2club","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_12","1325866169.79022","2012-01-06 16:09:29","1","13","United Kindom","Glasgow","Lidl","Beer::Dipers::Milk::Bannas::Cheese","Restaurants","Coke/Pepsi (0.33 liter bottle)","bs::r"
"user_42","1325868666.17982","2012-01-06 16:51:06","1","12","United Kindom","Edinburg","Adil","Beer::Dipers::Milk::Bannas::Cheese","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_2","1325869698.95003","2012-01-06 17:08:18","1","19","United Kindom","Glasgow","O2club","Mocca Coffee","Restaurants","McMeal at McDonalds (or Equivalent Combo Meal)","r"
"user_17","1325870664.66585","2012-01-06 17:24:24","1","9","United Kindom","Edinburg","Adil","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_26","1325873135.83411","2012-01-06 18:05:35","1","18","United Kindom","Glasgow","Lidl","Mocca Coffee","Clothing And Shoes","1 Pair of Jeans (Levis 501 Or Similar)","bs::r"
"user_24","1325874385.24362","2012-01-06 18:26:25","1","12","United Kindom","Edinburg","Train","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_50","1325874416.36358","2012-01-06 18:26:56","1","14","United Kindom","Edinburg","Train","Cleaning","Markets","Beef Round (1kg) (or Equivalent Back Leg Red Meat)","bs::r"
"user_40","1325874454.15482","2012-01-06 18:27:34","1","11","United Kindom","Edinburg","Tesco","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_25","1325874581.93122","2012-01-06 18:29:41","1","24","United Kindom","Glasgow","check","","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs"
"user_46","1325876103.94463","2012-01-06 18:55:03","1","18","United Kindom","Glasgow","Train","","Clothing And Shoes","1 Pair of Jeans (Levis 501 Or Similar)","bs"
"user_39","1325876519.70344","2012-01-06 19:01:59","1","15","United Kindom","Edinburg","Tesco","Mocca Coffee","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","h"
"user_12","1325877004.46583","2012-01-06 19:10:04","1","19","United Kindom","Edinburg","drink","Mocca Coffee","Markets","Bottle of Wine (Mid-Range)","bs::r"
"user_23","1325878870.73741","2012-01-06 19:41:10","1","20","United Kindom","Edinburg","NSF Dentist","Cleaning","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_39","1325881805.99146","2012-01-06 20:30:05","1","18","United Kindom","Glasgow","Train","Cleaning","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs::r"
"user_41","1325882278.89578","2012-01-06 20:37:58","1","15","United Kindom","Edinburg","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_29","1325884052.45927","2012-01-06 21:07:32","1","17","United Kindom","Edinburg","Lidl","Beer::Dipers::Milk::Bannas::Cheese","Rent Per Month","Apartment (1 bedroom) in City Centre","bs::r"
"user_44","1325884164.84353","2012-01-06 21:09:24","1","12","United Kindom","Edinburg","check","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_29","1325886815.63976","2012-01-06 21:53:35","1","12","United Kindom","Edinburg","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Rent Per Month","Apartment (1 bedroom) in City Centre","h"
"user_19","1325887337.49281","2012-01-06 22:02:17","1","20","United Kindom","Edinburg","Stabucks","","Restaurants","Cappuccino (regular)","bs"
"user_32","1325889270.12188","2012-01-06 22:34:30","1","18","United Kindom","Edinburg","drink","Mocca Coffee","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_49","1325890129.1924","2012-01-06 22:48:49","1","13","United Kindom","Edinburg","Stabucks","","Clothing And Shoes","1 Pair of Jeans (Levis 501 Or Similar)","bs"
"user_8","1325890463.56948","2012-01-06 22:54:23","1","14","United Kindom","Edinburg","coffee","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","h"
"user_30","1325891923.96574","2012-01-06 23:18:43","1","18","United Kindom","Glasgow","Lidl","Mocca Coffee","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_10","1325894311.88762","2012-01-06 23:58:31","1","16","United Kindom","Glasgow","Lidl","Mocca Coffee","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs::r"
"user_50","1325898998.92447","2012-01-07 01:16:38","1","18","United Kindom","Edinburg","Stabucks","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_8","1325899035.2929","2012-01-07 01:17:15","1","18","United Kindom","Glasgow","Train","","Rent Per Month","Apartment (3 bedrooms) Outside of Centre","bs"
"user_22","1325900757.00134","2012-01-07 01:45:57","1","12","United Kindom","Glasgow","Tesco","Cleaning","Sports And Leisure","Cinema, International Release, 1 Seat","h"
"user_29","1325902385.5262","2012-01-07 02:13:05","1","16","United Kindom","Glasgow","NSF Dentist","Beer::Dipers::Milk::Bannas::Cheese","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs::r"
"user_31","1325904515.69512","2012-01-07 02:48:35","1","18","United Kindom","Edinburg","check","","Markets","Beef Round (1kg) (or Equivalent Back Leg Red Meat)","bs"
"user_48","1325907460.22162","2012-01-07 03:37:40","1","18","United Kindom","Edinburg","Adil","Cleaning","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_31","1325907972.98348","2012-01-07 03:46:12","1","22","United Kindom","Glasgow","Stabucks","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_50","1325910812.867","2012-01-07 04:33:32","1","13","United Kindom","Glasgow","Adil","Mocca Coffee","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","bs::r"
"user_41","1325911790.99243","2012-01-07 04:49:50","1","20","United Kindom","Edinburg","NSF Dentist","Cleaning","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_43","1325913154.55122","2012-01-07 05:12:34","1","14","United Kindom","Glasgow","O2club","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","bs::r"
"user_3","1325913663.76494","2012-01-07 05:21:03","1","15","United Kindom","Edinburg","Adil","Mocca Coffee","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs::r"
"user_2","1325915064.57062","2012-01-07 05:44:24","1","12","United Kindom","Edinburg","drink","","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs"
"user_49","1325916243.75473","2012-01-07 06:04:03","1","17","United Kindom","Glasgow","coffee","","Markets","Beef Round (1kg) (or Equivalent Back Leg Red Meat)","bs"
"user_43","1325916500.08317","2012-01-07 06:08:20","1","12","United Kindom","Edinburg","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Rent Per Month","Apartment (3 bedrooms) in City Centre","h"
"user_6","1325918217.44505","2012-01-07 06:36:57","1","13","United Kindom","Edinburg","NSF Dentist","Beer::Dipers::Milk::Bannas::Cheese","Markets","Oranges (1kg)","h"
"user_24","1325921058.53069","2012-01-07 07:24:18","1","21","United Kindom","Edinburg","coffee","Beer::Dipers::Milk::Bannas::Cheese","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","h"
"user_8","1325923716.78949","2012-01-07 08:08:36","1","21","United Kindom","Glasgow","Adil","Mocca Coffee","Sports And Leisure","Cinema, International Release, 1 Seat","bs::r"
"user_19","1325925042.78137","2012-01-07 08:30:42","1","14","United Kindom","Glasgow","Lidl","","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs"
"user_3","1325927303.65151","2012-01-07 09:08:23","1","24","United Kindom","Edinburg","Train","Cleaning","Rent Per Month","Apartment (1 bedroom) Outside of Centre","h"
"user_32","1325929589.70131","2012-01-07 09:46:29","1","13","United Kindom","Edinburg","O2club","","Markets","Loaf of Fresh White Bread (500g)","bs"
"user_43","1325930142.05557","2012-01-07 09:55:42","1","16","United Kindom","Edinburg","O2club","Mocca Coffee","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_16","1325932731.43517","2012-01-07 10:38:51","1","10","United Kindom","Glasgow","Adil","Beer::Dipers::Milk::Bannas::Cheese","Restaurants","Meal for 2 People, Mid-range Restaurant, Three-course","bs::r"
"user_28","1325934855.02475","2012-01-07 11:14:15","1","13","United Kindom","Glasgow","Lidl","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_36","1325936582.08241","2012-01-07 11:43:02","1","16","United Kindom","Edinburg","check","","Markets","Apples (1kg)","bs"
"user_12","1325939438.91791","2012-01-07 12:30:38","1","14","United Kindom","Glasgow","Stabucks","Beer::Dipers::Milk::Bannas::Cheese","Markets","Oranges (1kg)","bs::r"
"user_35","1325939810.69141","2012-01-07 12:36:50","1","13","United Kindom","Edinburg","check","Nachos::Sandwich::Bread::Juice::Beef meat","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs::r"
"user_20","1325940318.29044","2012-01-07 12:45:18","1","18","United Kindom","Glasgow","Adil","","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs"
"user_12","1325940863.01389","2012-01-07 12:54:23","1","12","United Kindom","Edinburg","Adil","Beer::Dipers::Milk::Bannas::Cheese","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs::r"
"user_4","1325941890.07647","2012-01-07 13:11:30","1","15","United Kindom","Glasgow","Train","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_35","1325942069.45677","2012-01-07 13:14:29","1","20","United Kindom","Edinburg","Stabucks","Cleaning","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_31","1325942783.77937","2012-01-07 13:26:23","1","9","United Kindom","Glasgow","coffee","Cleaning","Restaurants","Imported Beer (0.33 liter bottle)","bs::r"
"user_48","1325945601.03685","2012-01-07 14:13:21","1","11","United Kindom","Edinburg","O2club","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_11","1325947910.83509","2012-01-07 14:51:50","1","9","United Kindom","Edinburg","Train","","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs"
"user_32","1325948314.14482","2012-01-07 14:58:34","1","18","United Kindom","Edinburg","coffee","","Markets","Loaf of Fresh White Bread (500g)","bs"
"user_46","1325948483.75578","2012-01-07 15:01:23","1","20","United Kindom","Edinburg","O2club","","Rent Per Month","Apartment (1 bedroom) in City Centre","bs"
"user_3","1325948702.20484","2012-01-07 15:05:02","1","22","United Kindom","Glasgow","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs::r"
"user_4","1325948870.81002","2012-01-07 15:07:50","1","17","United Kindom","Edinburg","Train","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","h"
"user_24","1325949127.63983","2012-01-07 15:12:07","1","18","United Kindom","Glasgow","coffee","Mocca Coffee","Rent Per Month","Apartment (3 bedrooms) Outside of Centre","bs::r"
"user_19","1325952074.64002","2012-01-07 16:01:14","1","21","United Kindom","Edinburg","Train","Mocca Coffee","Markets","Pack of Cigarettes (Marlboro)","h"
"user_30","1325955008.22957","2012-01-07 16:50:08","1","13","United Kindom","Edinburg","Stabucks","","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs"
"user_4","1325957175.80929","2012-01-07 17:26:15","1","13","United Kindom","Glasgow","check","","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs"
"user_3","1325957723.2662","2012-01-07 17:35:23","1","13","United Kindom","Edinburg","O2club","Mocca Coffee","Restaurants","Meal, Inexpensive Restaurant","bs::r"
"user_16","1325960152.23505","2012-01-07 18:15:52","1","20","United Kindom","Glasgow","Tesco","Mocca Coffee","Markets","Milk (regular), (1 liter)","bs::r"
"user_39","1325962105.97796","2012-01-07 18:48:25","1","16","United Kindom","Glasgow","Stabucks","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Banana (1kg)","bs::r"
"user_6","1325963606.62887","2012-01-07 19:13:26","1","14","United Kindom","Edinburg","check","Cleaning","Rent Per Month","Apartment (3 bedrooms) in City Centre","h"
"user_48","1325965566.65573","2012-01-07 19:46:06","1","12","United Kindom","Glasgow","NSF Dentist","","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs"
"user_8","1325965909.45695","2012-01-07 19:51:49","1","17","United Kindom","Edinburg","coffee","","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs"
"user_6","1325968541.7202","2012-01-07 20:35:41","1","13","United Kindom","Glasgow","check","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_17","1325970636.58964","2012-01-07 21:10:36","1","14","United Kindom","Glasgow","O2club","Beer::Dipers::Milk::Bannas::Cheese","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_47","1325971265.53364","2012-01-07 21:21:05","1","11","United Kindom","Glasgow","Adil","Mocca Coffee","Restaurants","Meal for 2 People, Mid-range Restaurant, Three-course","r"
"user_8","1325971926.92732","2012-01-07 21:32:06","1","13","United Kindom","Glasgow","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs::r"
"user_38","1325974923.24844","2012-01-07 22:22:03","1","17","United Kindom","Edinburg","check","","Markets","Oranges (1kg)","bs"
"user_40","1325977909.88673","2012-01-07 23:11:49","1","16","United Kindom","Edinburg","check","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_17","1325980611.14295","2012-01-07 23:56:51","1","22","United Kindom","Edinburg","Stabucks","Cleaning","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_24","1325986863.35199","2012-01-08 01:41:03","1","16","United Kindom","Glasgow","Train","","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs"
"user_41","1325987184.88654","2012-01-08 01:46:24","1","13","United Kindom","Edinburg","check","Cleaning","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","r"
"user_44","1325989448.98614","2012-01-08 02:24:08","1","18","United Kindom","Glasgow","coffee","","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs"
"user_26","1325989830.74184","2012-01-08 02:30:30","1","16","United Kindom","Glasgow","NSF Dentist","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_49","1325989960.1819","2012-01-08 02:32:40","1","21","United Kindom","Glasgow","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","h"
"user_17","1325990305.70835","2012-01-08 02:38:25","1","12","United Kindom","Glasgow","Lidl","Nachos::Sandwich::Bread::Juice::Beef meat","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs::r"
"user_27","1325990769.31316","2012-01-08 02:46:09","1","13","United Kindom","Glasgow","O2club","Mocca Coffee","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs::r"
"user_11","1325993055.32366","2012-01-08 03:24:15","1","11","United Kindom","Edinburg","Tesco","Mocca Coffee","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_44","1325993203.43823","2012-01-08 03:26:43","1","18","United Kindom","Glasgow","coffee","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs::r"
"user_32","1325994116.45117","2012-01-08 03:41:56","1","21","United Kindom","Glasgow","Tesco","Beer::Dipers::Milk::Bannas::Cheese","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs::r"
"user_41","1325994886.24113","2012-01-08 03:54:46","1","16","United Kindom","Edinburg","Adil","Nachos::Sandwich::Bread::Juice::Beef meat","Markets","Local Cheese (1kg)","bs::r"
"user_11","1325995136.34108","2012-01-08 03:58:56","1","18","United Kindom","Glasgow","Adil","","Sports And Leisure","Fitness Club, Monthly Fee for 1 Adult","bs"
"user_12","1325996136.55563","2012-01-08 04:15:36","1","12","United Kindom","Edinburg","Tesco","Mocca Coffee","Restaurants","Coke/Pepsi (0.33 liter bottle)","bs::r"
"user_35","1325997350.33698","2012-01-08 04:35:50","1","20","United Kindom","Glasgow","NSF Dentist","Beer::Dipers::Milk::Bannas::Cheese","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs::r"
"user_3","1325999433.76819","2012-01-08 05:10:33","1","22","United Kindom","Edinburg","Adil","","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs"
"user_33","1326000423.68422","2012-01-08 05:27:03","1","17","United Kindom","Edinburg","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","r"
"user_5","1326000814.51717","2012-01-08 05:33:34","1","18","United Kindom","Edinburg","Adil","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","r"
"user_5","1326002645.31068","2012-01-08 06:04:05","1","14","United Kindom","Glasgow","Lidl","Cleaning","Restaurants","Coke/Pepsi (0.33 liter bottle)","bs::r"
"user_19","1326004575.97257","2012-01-08 06:36:15","1","13","United Kindom","Edinburg","Lidl","","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs"
"user_9","1326005152.18915","2012-01-08 06:45:52","1","13","United Kindom","Edinburg","Stabucks","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_7","1326006102.34196","2012-01-08 07:01:42","1","21","United Kindom","Glasgow","Adil","Beer::Dipers::Milk::Bannas::Cheese","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","h"
"user_21","1326008479.19744","2012-01-08 07:41:19","1","13","United Kindom","Edinburg","O2club","","Markets","Eggs (12)","bs"
"user_38","1326011264.88494","2012-01-08 08:27:44","1","18","United Kindom","Glasgow","Stabucks","Cleaning","Utilities (Monthly)","1 min. of Prepaid Mobile Tariff Local (No Discounts or Plans)","bs::r"
"user_24","1326011671.21912","2012-01-08 08:34:31","1","11","United Kindom","Glasgow","Tesco","","Utilities (Monthly)","Internet (10 Mbps, Unlimited Data, Cable/ADSL)","bs"
"user_33","1326014218.96782","2012-01-08 09:16:58","1","9","United Kindom","Edinburg","Lidl","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Cinema, International Release, 1 Seat","bs::r"
"user_37","1326016508.57083","2012-01-08 09:55:08","1","14","United Kindom","Glasgow","coffee","","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs"
"user_26","1326016720.90162","2012-01-08 09:58:40","1","14","United Kindom","Edinburg","NSF Dentist","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs::r"
"user_34","1326019097.59726","2012-01-08 10:38:17","1","19","United Kindom","Edinburg","NSF Dentist","","Restaurants","Cappuccino (regular)","bs"
"user_23","1326020784.49318","2012-01-08 11:06:24","1","17","United Kindom","Glasgow","Train","Mocca Coffee","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","h"
"user_48","1326021219.27555","2012-01-08 11:13:39","1","13","United Kindom","Edinburg","NSF Dentist","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_50","1326022161.81546","2012-01-08 11:29:21","1","15","United Kindom","Glasgow","Train","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs::r"
"user_25","1326022418.48758","2012-01-08 11:33:38","1","16","United Kindom","Edinburg","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_48","1326024067.85633","2012-01-08 12:01:07","1","12","United Kindom","Edinburg","drink","Cleaning","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","h"
"user_24","1326024950.73862","2012-01-08 12:15:50","1","21","United Kindom","Edinburg","Lidl","Beer::Dipers::Milk::Bannas::Cheese","Markets","Local Cheese (1kg)","bs::r"
"user_32","1326026955.1684","2012-01-08 12:49:15","1","9","United Kindom","Edinburg","Tesco","Mocca Coffee","Markets","Loaf of Fresh White Bread (500g)","bs::r"
"user_6","1326027440.99102","2012-01-08 12:57:20","1","13","United Kindom","Edinburg","Adil","","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs"
"user_14","1326027468.34366","2012-01-08 12:57:48","1","10","United Kindom","Glasgow","Tesco","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_5","1326028571.37167","2012-01-08 13:16:11","1","13","United Kindom","Glasgow","Adil","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","bs::r"
"user_42","1326028958.44509","2012-01-08 13:22:38","1","20","United Kindom","Glasgow","check","","Restaurants","Water (0.33 liter bottle)","bs"
"user_21","1326030692.18668","2012-01-08 13:51:32","1","17","United Kindom","Edinburg","Train","Cleaning","Rent Per Month","Apartment (1 bedroom) in City Centre","bs::r"
"user_3","1326031315.19905","2012-01-08 14:01:55","1","21","United Kindom","Glasgow","NSF Dentist","Mocca Coffee","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs::r"
"user_10","1326033004.08317","2012-01-08 14:30:04","1","8","United Kindom","Glasgow","coffee","Beer::Dipers::Milk::Bannas::Cheese","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","r"
"user_30","1326033039.15073","2012-01-08 14:30:39","1","13","United Kindom","Glasgow","Adil","Beer::Dipers::Milk::Bannas::Cheese","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs::r"
"user_46","1326034418.11913","2012-01-08 14:53:38","1","15","United Kindom","Edinburg","NSF Dentist","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_44","1326035801.91937","2012-01-08 15:16:41","1","19","United Kindom","Glasgow","Stabucks","Mocca Coffee","Restaurants","Meal for 2 People, Mid-range Restaurant, Three-course","bs::r"
"user_45","1326037957.48193","2012-01-08 15:52:37","1","9","United Kindom","Edinburg","check","","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs"
"user_50","1326039212.91202","2012-01-08 16:13:32","1","19","United Kindom","Edinburg","check","Mocca Coffee","Clothing And Shoes","1 Pair of Nike Running Shoes (Mid-Range)","bs::r"
"user_50","1326040895.80597","2012-01-08 16:41:35","1","17","United Kindom","Glasgow","coffee","Mocca Coffee","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_7","1326042181.71042","2012-01-08 17:03:01","1","15","United Kindom","Edinburg","Adil","Cleaning","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs::r"
"user_19","1326042262.33011","2012-01-08 17:04:22","1","16","United Kindom","Edinburg","check","","Clothing And Shoes","1 Pair of Men Leather Business Shoes","bs"
"user_31","1326044769.25619","2012-01-08 17:46:09","1","8","United Kindom","Edinburg","Adil","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Average Monthly Disposable Salary (Net After Tax)","bs::r"
"user_48","1326046248.49015","2012-01-08 18:10:48","1","15","United Kindom","Edinburg","O2club","Mocca Coffee","Markets","Imported Beer (0.33 liter bottle)","bs::r"
"user_11","1326047114.39127","2012-01-08 18:25:14","1","23","United Kindom","Glasgow","Train","Cleaning","Utilities (Monthly)","Basic (Electricity, Heating, Water, Garbage) for 85m2 Apartment","bs::r"
"user_50","1326049330.31834","2012-01-08 19:02:10","1","14","United Kindom","Glasgow","O2club","Nachos::Sandwich::Bread::Juice::Beef meat","Sports And Leisure","Cinema, International Release, 1 Seat","h"
"user_22","1326050773.00381","2012-01-08 19:26:13","1","16","United Kindom","Edinburg","O2club","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_48","1326053283.14721","2012-01-08 20:08:03","1","9","United Kindom","Edinburg","Stabucks","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_6","1326056259.95599","2012-01-08 20:57:39","1","14","United Kindom","Edinburg","Adil","","Buy Apartment Price","Price per Square Meter to Buy Apartment Outside of Centre","bs"
"user_41","1326057624.0985","2012-01-08 21:20:24","1","14","United Kindom","Glasgow","Tesco","Nachos::Sandwich::Bread::Juice::Beef meat","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs::r"
"user_6","1326059494.31971","2012-01-08 21:51:34","1","9","United Kindom","Glasgow","drink","Cleaning","Clothing And Shoes","1 Pair of Men Leather Business Shoes","h"
"user_30","1326060550.94687","2012-01-08 22:09:10","1","14","United Kindom","Glasgow","Tesco","Beer::Dipers::Milk::Bannas::Cheese","Restaurants","McMeal at McDonalds (or Equivalent Combo Meal)","h"
"user_27","1326061638.51158","2012-01-08 22:27:18","1","9","United Kindom","Edinburg","coffee","Beer::Dipers::Milk::Bannas::Cheese","Markets","Rice (white), (1kg)","r"
"user_28","1326063841","2012-01-08 23:04:01","1","10","United Kindom","Edinburg","NSF Dentist","Cleaning","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","h"
"user_13","1326064505.61418","2012-01-08 23:15:05","1","10","United Kindom","Glasgow","O2club","","Restaurants","Imported Beer (0.33 liter bottle)","bs"
"user_2","1326064643.79354","2012-01-08 23:17:23","1","17","United Kindom","Glasgow","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Restaurants","Coke/Pepsi (0.33 liter bottle)","bs::r"
"user_23","1326070880.28555","2012-01-09 01:01:20","1","15","United Kindom","Edinburg","Train","Mocca Coffee","Buy Apartment Price","Price per Square Meter to Buy Apartment in City Centre","r"
"user_8","1326073281.92614","2012-01-09 01:41:21","1","15","United Kindom","Edinburg","drink","","Restaurants","Meal, Inexpensive Restaurant","bs"
"user_14","1326076257.51053","2012-01-09 02:30:57","1","14","United Kindom","Edinburg","Stabucks","","Markets","Eggs (12)","bs"
"user_35","1326078269.88839","2012-01-09 03:04:29","1","15","United Kindom","Glasgow","Train","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_22","1326080224.57095","2012-01-09 03:37:04","1","17","United Kindom","Edinburg","Tesco","Cleaning","Restaurants","Imported Beer (0.33 liter bottle)","h"
"user_9","1326082141","2012-01-09 04:09:01","1","19","United Kindom","Glasgow","drink","","Rent Per Month","Apartment (1 bedroom) Outside of Centre","bs"
"user_14","1326084744.50854","2012-01-09 04:52:24","1","13","United Kindom","Glasgow","coffee","Nachos::Sandwich::Bread::Juice::Beef meat","Clothing And Shoes","1 Summer Dress in a Chain Store (Zara, H&M, ...)","bs::r"
"user_32","1326087534.13146","2012-01-09 05:38:54","1","7","United Kindom","Glasgow","Lidl","Cleaning","Salaries And Financing","Mortgage Interest Rate in Percentages (%)","bs::r"
"user_29","1326089322.61629","2012-01-09 06:08:42","1","22","United Kindom","Edinburg","Train","","Sports And Leisure","Tennis Court Rent (1 Hour on Weekend)","bs"
"user_41","1326091622.40734","2012-01-09 06:47:02","1","16","United Kindom","Glasgow","drink","Mocca Coffee","Markets","Potato (1kg)","r"
